"YEAR","Model_SE_LE","Transm","Engine","TYPE_A","Cond","Color","Auction","Price","Odometer","Model_SE","AutoTrans","AGE","Cyl6","CondBelow","CondAbove","AucType","BLACK","WHITE","RED","BLUE","SILVER","BEIGE","GREEN","GOLD","California","SEATTLE","DALLAS","ORLANDO","Pennsylvan","OHIO"
2010,"4D SEDAN LE","A",4,"Open","Avg","GRAY","NASHVILL",8190,104770,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","M",4,"Open","Avg","WHITE","ATLANTA",15300,45460,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN LE","A",4,"Open","Above","GRAY","NASHVILL",11610,44230,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Below","GRAY","NewJersey",13050,52970,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","WHITE","MILWAUKE",15450,31223,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","BLUE","ORLANDO",14810,30220,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2013,"4D SEDAN LE","A",4,"Open","Avg","WHITE","ORLANDO",12660,54080,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2015,"4D SEDAN SE","A",4,"Closed","Avg","SILVER","SEATTLE",17960,14560,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","WHITE","KansasCity",13380,34126,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN SE","M",4,"Open","Above","GRAY","Pennsylvan",13050,62390,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,"4D SEDAN LE","A",4,"Open","Avg","WHITE","ORLANDO",13200,22383,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GOLD","DALLAS",7760,92560,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Above","WHITE","ATLANTA",15120,16270,0,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",4,"Open","Below","WHITE","NewJersey",11750,55855,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","SILVER","ORLANDO",14900,36299,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","BLUE","OHIO",13220,48830,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2013,"4D SEDAN LE","A",4,"Closed","Avg","GRAY","NEWENGLD",12560,36150,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Above","RED","ORLANDO",18100,5432,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN SE","M",6,"Closed","Above","GRAY","DALLAS",19490,8730,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN LE","A",6,"Open","Below","WHITE","NEWENGLD",13900,87542,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN SE","A",6,"Closed","Avg","GRAY","NorthCarol",11620,85560,1,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN LE","A",4,"Open","Avg","WHITE","DENVER",10410,75640,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN LE","A",6,"Open","Below","WHITE","MILWAUKE",8850,143907,0,1,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Below","GRAY","NewJersey",12200,55040,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","SILVER","DENVER",17050,16068,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",6,"Open","Avg","RED","ORLANDO",15800,30047,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN SE","A",4,"Open","Avg","RED","ATLANTA",8810,102950,1,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","M",6,"Open","Avg","WHITE","KansasCity",15250,28980,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","SILVER","ORLANDO",12980,36061,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","GRAY","MILWAUKE",12510,34940,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","BLACK","ATLANTA",12615,40458,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN LE","A",4,"Open","Below","GRAY","ORLANDO",14650,17262,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN SE","A",6,"Open","Below","BLACK","NASHVILL",14355,85380,1,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","M",4,"Closed","Above","GRAY","Pennsylvan",16430,17030,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,"4D SEDAN SE","A",4,"Open","Avg","SILVER","ORLANDO",14350,20426,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN LE","A",6,"Open","Avg","GRAY","MILWAUKE",15150,36041,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Closed","Avg","GRAY","ORLANDO",9310,80920,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2011,"4D SEDAN LE","A",4,"Closed","Below","RED","DENVER",8300,84900,0,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","M",4,"Open","Avg","GRAY","ORLANDO",14800,30460,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN SE","M",4,"Open","Avg","RED","Pennsylvan",14150,33590,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2012,"4D SEDAN LE","A",4,"Closed","Avg","BLACK","BALTWASH",13125,33660,0,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Above","WHITE","California",14665,29720,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","BLACK","California",17620,20826,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","RED","NewJersey",16000,32821,1,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Below","RED","ORLANDO",5240,134480,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","BLUE","MILWAUKE",10140,41530,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",4,"Open","Avg","BLACK","DENVER",13385,40269,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","GOLD","MILWAUKE",13380,34860,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Above","BLACK","ORLANDO",15745,31410,1,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Closed","Above","WHITE","DENVER",13880,25977,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN SE","A",4,"Open","Avg","GRAY","NewJersey",11810,64470,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","RED","ORLANDO",15020,16560,1,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Open","Above","RED","MILWAUKE",16550,358,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Closed","Avg","BLACK","California",16900,23152,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2010,"4D SEDAN LE","M",4,"Closed","Above","GOLD","California",11405,46210,0,0,5,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Below","BLACK","OHIO",11835,40340,0,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2010,"4D SEDAN SE","A",4,"Closed","Above","SILVER","California",13035,73350,1,1,5,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","GREEN","SEATTLE",14660,29655,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","GREEN","OHIO",13450,46660,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2012,"4D SEDAN SE","M",6,"Open","Avg","WHITE","NASHVILL",18170,40980,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","WHITE","MILWAUKE",13850,54100,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GREEN","NEWENGLD",8020,95050,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2015,"4D SEDAN LE","M",4,"Closed","Above","BLACK","Pennsylvan",18215,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,"4D SEDAN SE","A",4,"Closed","Avg","SILVER","DALLAS",13230,40308,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","GREEN","ORLANDO",12120,53340,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2012,"4D SEDAN SE","M",6,"Open","Below","BLACK","Pennsylvan",15065,60560,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,"4D SEDAN LE","A",4,"Open","Avg","BLACK","DALLAS",9995,74660,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,"4D SEDAN SE","A",4,"Closed","Avg","WHITE","BALTWASH",13990,52700,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLACK","ORLANDO",15185,32375,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN SE","A",4,"Open","Avg","BLACK","ATLANTA",8265,115950,1,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",6,"Open","Below","BLACK","NewJersey",14185,37252,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Closed","Above","WHITE","NewJersey",19380,13690,1,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",6,"Closed","Above","RED","MILWAUKE",24830,1491,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN LE","A",4,"Open","Above","GOLD","NASHVILL",12390,23640,0,1,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2011,"4D SEDAN SE","A",6,"Open","Below","GRAY","DALLAS",8620,110580,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN SE","M",4,"Open","Avg","SILVER","DALLAS",14250,35530,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","BLUE","NorthCarol",13130,33828,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",4,"Open","Above","BLACK","DENVER",14935,30128,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",4,"Closed","Avg","WHITE","DALLAS",12980,41210,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2010,"4D SEDAN SE","A",4,"Open","Avg","BLUE","ATLANTA",8800,106150,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","M",4,"Closed","Below","WHITE","NorthCarol",15320,15614,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","BLACK","MILWAUKE",13415,23147,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Below","RED","MILWAUKE",7520,128990,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","WHITE","NorthCarol",17390,44040,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",6,"Open","Above","WHITE","DALLAS",16650,13097,0,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2015,"4D SEDAN LE","A",4,"Open","Avg","BLACK","ORLANDO",16585,12435,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2013,"4D SEDAN LE","A",4,"Open","Avg","WHITE","DALLAS",13170,46130,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN LE","A",6,"Open","Below","BLACK","OHIO",13985,42374,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2015,"4D SEDAN SE","A",4,"Open","Avg","WHITE","SEATTLE",18530,17518,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2011,"4D SEDAN SE","A",4,"Open","Avg","RED","NewJersey",10310,64740,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GRAY","NorthCarol",7610,145200,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","M",6,"Open","Avg","GRAY","Pennsylvan",15990,49710,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,"4D SEDAN SE","M",4,"Open","Above","RED","Pennsylvan",18020,14660,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2015,"4D SEDAN LE","A",4,"Open","Above","RED","ATLANTA",17850,131,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",4,"Open","Above","BLACK","ATLANTA",14835,22028,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",4,"Open","Avg","WHITE","ATLANTA",14850,45120,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","SILVER","Pennsylvan",7790,96920,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2013,"4D SEDAN SE","A",4,"Open","Avg","RED","DALLAS",13470,60240,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Above","GRAY","Pennsylvan",15370,21690,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GREEN","MILWAUKE",7330,62980,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2011,"4D SEDAN LE","A",4,"Open","Avg","GRAY","MILWAUKE",9760,70700,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",4,"Open","Below","GRAY","KansasCity",12850,48562,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Above","GRAY","BALTWASH",15460,16410,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",6,"Closed","Avg","WHITE","OHIO",13230,63899,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2011,"4D SEDAN LE","A",6,"Open","Below","RED","DALLAS",8000,75823,0,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Below","GRAY","DALLAS",11690,85280,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Below","SILVER","California",7055,205460,0,1,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2015,"4D SEDAN LE","A",4,"Open","Avg","BLACK","MILWAUKE",16935,16131,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","BLUE","DENVER",15650,19731,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","GRAY","OHIO",17670,41040,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2011,"4D SEDAN LE","M",4,"Open","Avg","RED","DENVER",9310,82490,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","GRAY","MILWAUKE",13680,54890,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","M",4,"Open","Avg","SILVER","Pennsylvan",12740,56190,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2011,"4D SEDAN LE","A",4,"Open","Avg","BLACK","California",9390,108300,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Open","Avg","GRAY","KansasCity",13700,36505,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","WHITE","ATLANTA",17150,23792,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","M",4,"Open","Above","GRAY","NewJersey",15780,23690,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Above","BLACK","California",11550,66450,0,1,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","GRAY","California",13065,30236,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,"4D SEDAN SE","A",4,"Open","Avg","BLACK","NorthCarol",13425,46150,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","M",4,"Open","Avg","GRAY","BALTWASH",14370,33030,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GOLD","ORLANDO",8360,95700,0,1,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","GRAY","OHIO",17140,34940,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012,"4D SEDAN LE","A",4,"Open","Avg","SILVER","ORLANDO",12350,51430,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GRAY","DALLAS",9620,80300,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,"4D SEDAN LE","A",4,"Closed","Above","BLUE","MILWAUKE",16430,14025,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN LE","A",4,"Open","Avg","GRAY","ORLANDO",15900,15649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,"4D SEDAN SE","M",4,"Open","Avg","BLACK","Pennsylvan",17035,24184,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2012,"4D SEDAN LE","A",6,"Open","Avg","BLACK","OHIO",15735,33132,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,"4D SEDAN SE","A",4,"Open","Avg","SILVER","DENVER",13050,43176,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Above","BLACK","California",15820,29830,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Below","GRAY","ATLANTA",16600,26826,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Below","SILVER","ORLANDO",11850,61058,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN LE","A",4,"Closed","Avg","GRAY","NewJersey",12880,48493,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","M",4,"Open","Avg","BLUE","Pennsylvan",17850,11741,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2015,"4D SEDAN LE","A",4,"Open","Avg","SILVER","ORLANDO",16350,12862,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","GRAY","MILWAUKE",13360,31190,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","M",6,"Open","Avg","WHITE","Pennsylvan",14450,33883,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2012,"4D SEDAN LE","A",6,"Open","Above","GRAY","DALLAS",17250,12273,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,"4D SEDAN SE","M",4,"Open","Above","BLUE","NewJersey",15140,26180,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","WHITE","California",17935,15956,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2011,"4D SEDAN SE","A",4,"Open","Above","GRAY","Pennsylvan",12940,50340,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2013,"4D SEDAN LE","A",4,"Open","Avg","GRAY","DENVER",12151,54720,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","GRAY","ORLANDO",18060,39990,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2010,"4D SEDAN LE","A",4,"Open","Avg","GRAY","Pennsylvan",7840,111540,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,"4D SEDAN LE","A",4,"Closed","Avg","BLUE","ORLANDO",16680,13240,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2011,"4D SEDAN SE","A",4,"Open","Avg","SILVER","Pennsylvan",11200,62300,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2013,"4D SEDAN LE","A",6,"Open","Avg","GRAY","KansasCity",14100,13571,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"4D SEDAN SE","A",4,"Open","Avg","BLACK","DENVER",10095,85950,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"4D SEDAN LE","A",4,"Closed","Avg","SILVER","ORLANDO",15880,14363,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2014,"4D SEDAN SE","A",4,"Open","Avg","GRAY","ORLANDO",13750,39912,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2015,"4D SEDAN SE","A",4,"Open","Avg","GRAY","California",18235,17934,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,"4D SEDAN SE","A",6,"Open","Avg","GRAY","OHIO",14350,39463,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,"4D SEDAN LE","A",4,"Open","Above","BLACK","KansasCity",14685,9525,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN LE","A",4,"Open","Avg","BLUE","DENVER",12420,51350,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2013,"4D SEDAN SE","M",4,"Open","Avg","WHITE","Pennsylvan",13520,54540,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2011,"4D SEDAN SE","M",4,"Open","Avg","SILVER","Pennsylvan",12180,44270,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2013,"4D SEDAN SE","A",6,"Closed","Above","BLACK","OHIO",21085,9850,1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014,"4D SEDAN SE","M",4,"Closed","Avg","GRAY","Pennsylvan",13280,40720,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2015,"4D SEDAN SE","A",4,"Closed","Avg","BLACK","NASHVILL",17815,2113,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"4D SEDAN SE","A",6,"Closed","Avg","BLACK","ATLANTA",16965,41287,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"4D SEDAN LE","A",4,"Open","Avg","BLACK","ATLANTA",14545,31960,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
